Filename,SegCellCount,NucleiCount,CellID,MandersMOC,Mandersk1,Mandersk2,MandersM1,MandersM2,PearsonCoeff,SumGolATG9,totATG9A,MajorAxisLength,MinorAxisLength,nCell,NucDis,gCell,GolATG9Dis,pCell,nonGolATG9Dis
,,,,,,,,,,,,,,,,5,0.93652,7,5.42148
,,,,,,,,,,,,,,,,5,0.737545,8,7.30007
,,,,,,,,,,,,,,,,5,2.40865,8,15.4755
,,,,,,,,,,,,,,,,5,4.78947,,
,,,,,,,,,,,,,,,,6,9.85146,,
,,,,,,,,,,,,,,,,6,5.32024,,
,,,,,,,,,,,,,,,,6,5.39672,,
,,,,,,,,,,,,,,,,6,8.97951,,
,,,,,,,,,,,,,,,,6,6.28817,,
,,,,,,,,,,,,,,,,6,1.43324,,
,,,,,,,,,,,,,,,,6,8.56479,,
,,,,,,,,,,,,,,,,7,6.09252,,
,,,,,,,,,,,,,,,,7,3.84901,,
,,,,,,,,,,,,,,,,7,5.64699,,
,,,,,,,,,,,,,,,,7,6.27332,,
,,,,,,,,,,,,,,,,8,4.8532,,
,,,,,,,,,,,,,,,,8,6.29472,,
,,,,,,,,,,,,,,,,8,6.48419,,
,,,,,,,,,,,,,,,,8,10.1254,,
,,,,,,,,,,,,,,,,8,10.6545,,
ATG9-GolSeg_1Feb22_4019_000_C_NSW4019_TGN46-4888_ATG9-647_B_60X_010_crop.nd2,4,4,1,0.607934,0.169667,2.17829,0.88974,0.747558,0.522381,8.65892e+06,7.00638e+07,36.0121,29.8634,1,0.723013,1,0.87786,1,5.99668
,,,2,0.563116,0.23505,1.34907,0.908286,0.858784,0.465113,6.95889e+06,6.80341e+07,39.0042,28.1222,2,1.40682,1,0.338258,1,2.05449
,,,3,0.58574,0.263472,1.30219,0.934472,0.809829,0.492187,4.39935e+06,7.89213e+07,40.5724,29.3664,3,1.86313,2,3.87456,1,3.56434
,,,4,0.572867,0.261213,1.25636,0.869847,0.828648,0.490787,3.51524e+06,6.5386e+07,37.7431,32.5491,4,1.43503,2,5.03061,2,7.94198
,,,,,,,,,,,,,,,,2,1.28138,3,
,,,,,,,,,,,,,,,,2,2.63021,4,3.5432
,,,,,,,,,,,,,,,,2,2.50873,,
,,,,,,,,,,,,,,,,2,1.92912,,
,,,,,,,,,,,,,,,,2,4.59958,,
,,,,,,,,,,,,,,,,2,6.52369,,
,,,,,,,,,,,,,,,,3,2.78232,,
,,,,,,,,,,,,,,,,3,6.52232,,
,,,,,,,,,,,,,,,,3,4.34232,,
,,,,,,,,,,,,,,,,3,1.30753,,
,,,,,,,,,,,,,,,,3,2.82046,,
,,,,,,,,,,,,,,,,3,4.98866,,
,,,,,,,,,,,,,,,,3,4.05103,,
,,,,,,,,,,,,,,,,3,2.03706,,
,,,,,,,,,,,,,,,,4,8.11964,,
,,,,,,,,,,,,,,,,4,5.32786,,
,,,,,,,,,,,,,,,,4,7.05077,,
,,,,,,,,,,,,,,,,4,4.60127,,
,,,,,,,,,,,,,,,,4,4.25511,,
,,,,,,,,,,,,,,,,4,3.43903,,
,,,,,,,,,,,,,,,,4,3.98445,,
,,,,,,,,,,,,,,,,4,3.62469,,
,,,,,,,,,,,,,,,,4,4.9368,,
ATG9-GolSeg_1Feb22_4019_000_C_NSW4019_TGN46-4888_ATG9-647_B_60X_012.nd2,2,2,1,0.552898,0.200695,1.52318,0.888742,0.815124,0.454985,9.21664e+06,1.19108e+08,61.7788,34.0036,1,1.94612,1,9.87746,1,
,,,2,0.54055,0.254125,1.14981,0.876272,0.85595,0.439963,3.39715e+06,1.10103e+08,54.2792,35.1186,2,1.67465,1,4.28669,2,
,,,,,,,,,,,,,,,,1,1.45136,,
,,,,,,,,,,,,,,,,1,1.43924,,
,,,,,,,,,,,,,,,,1,5.19292,,
,,,,,,,,,,,,,,,,1,8.85755,,
,,,,,,,,,,,,,,,,1,7.74758,,
,,,,,,,,,,,,,,,,1,2.09437,,
,,,,,,,,,,,,,,,,1,4.98066,,
,,,,,,,,,,,,,,,,1,3.62427,,
,,,,,,,,,,,,,,,,1,8.48337,,
,,,,,,,,,,,,,,,,1,10.1462,,
,,,,,,,,,,,,,,,,1,8.3019,,
,,,,,,,,,,,,,,,,1,7.0084,,
,,,,,,,,,,,,,,,,1,6.68491,,
,,,,,,,,,,,,,,,,2,6.45435,,
,,,,,,,,,,,,,,,,2,5.96707,,
,,,,,,,,,,,,,,,,2,6.54028,,
ATG9-GolSeg_1Feb22_4019_000_C_NSW4019_TGN46-4888_ATG9-647_B_60X_013.nd2,5,4,1,0.547653,0.333968,0.898061,0.695756,0.846805,0.508151,1.79565e+07,1.32238e+08,67.5839,32.756,1,0.952502,1,11.4772,1,16.1908
,,,2,0.469836,0.395461,0.5582,0.714208,0.859583,0.412409,9.6051e+06,1.20363e+08,53.7453,45.375,2,1.24349,1,2.80129,1,7.76429
,,,3,0.635908,0.212957,1.89888,0.719668,0.786946,0.578492,46308,9.04314e+06,16.7929,10.292,3,,1,6.04878,1,10.829
,,,4,0.542362,0.288677,1.01898,0.786547,0.809858,0.475806,8.48175e+06,9.69521e+07,53.6101,38.0623,4,1.09636,1,0.711129,1,12.9287
,,,5,0.572965,0.342927,0.957312,0.768456,0.852757,0.516192,1.07808e+07,1.07621e+08,49.8306,40.887,5,1.17751,1,7.92094,1,8.41922
,,,,,,,,,,,,,,,,1,4.88908,1,6.89984
,,,,,,,,,,,,,,,,2,7.15583,2,30.0322
,,,,,,,,,,,,,,,,2,5.03572,2,27.1072
,,,,,,,,,,,,,,,,2,9.04122,2,11.1072
,,,,,,,,,,,,,,,,2,9.53433,2,10.7036
,,,,,,,,,,,,,,,,2,6.21496,3,
,,,,,,,,,,,,,,,,2,8.26864,4,28.2912
,,,,,,,,,,,,,,,,2,9.48443,4,28.1039
,,,,,,,,,,,,,,,,2,7.25973,5,8.64493
,,,,,,,,,,,,,,,,3,0.145603,,
,,,,,,,,,,,,,,,,4,2.62306,,
,,,,,,,,,,,,,,,,4,5.87,,
,,,,,,,,,,,,,,,,4,2.68574,,
,,,,,,,,,,,,,,,,4,4.44881,,
,,,,,,,,,,,,,,,,4,7.98791,,
,,,,,,,,,,,,,,,,4,5.46722,,
,,,,,,,,,,,,,,,,4,1.28219,,
,,,,,,,,,,,,,,,,4,6.54925,,
,,,,,,,,,,,,,,,,5,8.21764,,
,,,,,,,,,,,,,,,,5,4.40222,,
,,,,,,,,,,,,,,,,5,2.49524,,
,,,,,,,,,,,,,,,,5,7.37874,,
,,,,,,,,,,,,,,,,5,7.68166,,
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_001_crop.nd2,2,2,1,0.549626,0.175512,1.72119,0.758546,0.788841,0.497128,2.88408e+07,1.26699e+08,57.1112,28.9101,1,1.0238,1,0.177523,1,14.7162
,,,2,0.50603,0.147575,1.73516,0.692372,0.773243,0.443989,1.57348e+07,1.06826e+08,53.3183,26.9266,2,0.32668,1,2.06092,1,12.3386
,,,,,,,,,,,,,,,,1,1.81503,1,5.78655
,,,,,,,,,,,,,,,,1,6.2493,1,5.62186
,,,,,,,,,,,,,,,,2,0.148406,1,5.06576
,,,,,,,,,,,,,,,,,,1,10.0085
,,,,,,,,,,,,,,,,,,1,8.3441
,,,,,,,,,,,,,,,,,,1,13.1399
,,,,,,,,,,,,,,,,,,1,15.7671
,,,,,,,,,,,,,,,,,,1,12.9672
,,,,,,,,,,,,,,,,,,2,18.1934
,,,,,,,,,,,,,,,,,,2,20.4273
,,,,,,,,,,,,,,,,,,2,14.5235
,,,,,,,,,,,,,,,,,,2,10.4181
,,,,,,,,,,,,,,,,,,2,18.897
,,,,,,,,,,,,,,,,,,2,20.5362
,,,,,,,,,,,,,,,,,,2,8.55592
,,,,,,,,,,,,,,,,,,2,9.32284
,,,,,,,,,,,,,,,,,,2,6.83849
,,,,,,,,,,,,,,,,,,2,12.5516
,,,,,,,,,,,,,,,,,,2,10.1975
,,,,,,,,,,,,,,,,,,2,10.854
,,,,,,,,,,,,,,,,,,2,9.5425
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_002_crop.nd2,4,4,1,0.570002,0.163553,1.98652,0.860389,0.79841,0.486326,1.46749e+07,8.6734e+07,46.6469,29.7761,1,0.312817,1,1.9469,,
,,,2,0.53203,0.15834,1.78765,0.855727,0.808694,0.438278,9.62145e+06,1.01542e+08,46.9505,32.8252,2,0.904893,1,5.28722,1,23.8914
,,,3,0.521465,0.178983,1.51929,0.869681,0.82057,0.422361,8.86385e+06,1.04193e+08,47.1382,35.717,3,0.287423,1,0.17387,1,21.6857
,,,4,0.573792,0.191344,1.72066,0.866505,0.846996,0.491505,1.17669e+07,8.44343e+07,47.1566,25.2813,4,0.086613,1,0.341319,1,22.8366
,,,,,,,,,,,,,,,,1,4.88029,1,8.62142
,,,,,,,,,,,,,,,,1,5.79793,1,8.14884
,,,,,,,,,,,,,,,,2,2.84762,1,5.32284
,,,,,,,,,,,,,,,,2,0.346992,1,2.59216
,,,,,,,,,,,,,,,,2,3.71062,1,12.0004
,,,,,,,,,,,,,,,,2,2.85801,1,14.2644
,,,,,,,,,,,,,,,,2,1.19588,2,20.8683
,,,,,,,,,,,,,,,,2,1.04797,2,17.2101
,,,,,,,,,,,,,,,,2,4.04322,2,15.8788
,,,,,,,,,,,,,,,,2,3.15138,2,9.70297
,,,,,,,,,,,,,,,,3,6.77132,2,8.06691
,,,,,,,,,,,,,,,,3,0.881326,2,20.503
,,,,,,,,,,,,,,,,3,0.558809,2,22.7879
,,,,,,,,,,,,,,,,3,1.12287,3,11.2022
,,,,,,,,,,,,,,,,3,5.46553,3,12.4955
,,,,,,,,,,,,,,,,3,3.57785,3,9.26186
,,,,,,,,,,,,,,,,3,7.78617,3,4.7622
,,,,,,,,,,,,,,,,4,1.60469,3,2.72215
,,,,,,,,,,,,,,,,4,1.53403,3,12.6931
,,,,,,,,,,,,,,,,4,3.45159,3,11.945
,,,,,,,,,,,,,,,,4,7.46234,3,9.92993
,,,,,,,,,,,,,,,,4,1.70332,3,6.97429
,,,,,,,,,,,,,,,,4,1.66214,3,10.2618
,,,,,,,,,,,,,,,,4,0.086613,3,11.3158
,,,,,,,,,,,,,,,,4,5.23301,3,11.0159
,,,,,,,,,,,,,,,,,,3,8.92141
,,,,,,,,,,,,,,,,,,3,14.8099
,,,,,,,,,,,,,,,,,,3,14.766
,,,,,,,,,,,,,,,,,,3,14.3981
,,,,,,,,,,,,,,,,,,3,18.8767
,,,,,,,,,,,,,,,,,,3,20.181
,,,,,,,,,,,,,,,,,,3,20.1074
,,,,,,,,,,,,,,,,,,3,21.8439
,,,,,,,,,,,,,,,,,,3,23.2334
,,,,,,,,,,,,,,,,,,4,9.70681
,,,,,,,,,,,,,,,,,,4,10.4118
,,,,,,,,,,,,,,,,,,4,6.52085
,,,,,,,,,,,,,,,,,,4,8.66102
,,,,,,,,,,,,,,,,,,4,7.71196
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_003_crop.nd2,2,2,1,0.590179,0.154974,2.24755,0.851427,0.729514,0.516837,2.57578e+07,1.08976e+08,39.65,31.5611,1,0.871729,1,3.73517,1,3.90465
,,,2,0.535849,0.149589,1.91949,0.87316,0.769332,0.458398,2.66589e+07,1.43034e+08,45.6816,35.5121,2,0.501007,1,1.33789,2,11.3975
,,,,,,,,,,,,,,,,1,0.37413,2,14.3881
,,,,,,,,,,,,,,,,1,1.37514,2,6.4869
,,,,,,,,,,,,,,,,2,3.42963,2,4.01747
,,,,,,,,,,,,,,,,2,6.27785,2,10.1993
,,,,,,,,,,,,,,,,2,2.49445,2,4.70515
,,,,,,,,,,,,,,,,2,2.58201,2,10.5258
,,,,,,,,,,,,,,,,2,0.350597,,
,,,,,,,,,,,,,,,,2,1.32984,,
,,,,,,,,,,,,,,,,2,2.67273,,
,,,,,,,,,,,,,,,,2,3.0592,,
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_004.nd2,2,2,1,0.548501,0.181362,1.65886,0.841083,0.790493,0.475379,2.55639e+07,1.51462e+08,56.2475,48.6689,1,1.40924,1,4.02232,1,30.1216
,,,2,0.486601,0.228439,1.03652,0.836351,0.769321,0.419477,3.24862e+07,1.97554e+08,68.6789,50.4871,2,1.62449,1,2.50539,1,29.468
,,,,,,,,,,,,,,,,1,1.791,1,27.8333
,,,,,,,,,,,,,,,,1,5.59643,1,10.9238
,,,,,,,,,,,,,,,,1,4.63659,1,12.1403
,,,,,,,,,,,,,,,,1,6.78202,1,10.1747
,,,,,,,,,,,,,,,,1,4.09233,1,8.32345
,,,,,,,,,,,,,,,,1,1.84779,1,8.80109
,,,,,,,,,,,,,,,,1,4.89252,1,8.5406
,,,,,,,,,,,,,,,,1,10.5503,1,9.17098
,,,,,,,,,,,,,,,,1,8.87964,1,12.6487
,,,,,,,,,,,,,,,,1,18.6668,1,14.7203
,,,,,,,,,,,,,,,,2,13.8928,2,16.1382
,,,,,,,,,,,,,,,,2,8.64008,2,14.1812
,,,,,,,,,,,,,,,,2,7.00853,2,10.9231
,,,,,,,,,,,,,,,,2,4.16398,2,13.0474
,,,,,,,,,,,,,,,,2,1.46022,,
,,,,,,,,,,,,,,,,2,2.94144,,
,,,,,,,,,,,,,,,,2,1.72282,,
,,,,,,,,,,,,,,,,2,6.54442,,
,,,,,,,,,,,,,,,,2,10.4881,,
,,,,,,,,,,,,,,,,2,7.43448,,
,,,,,,,,,,,,,,,,2,5.05214,,
,,,,,,,,,,,,,,,,2,11.7252,,
,,,,,,,,,,,,,,,,2,6.16172,,
,,,,,,,,,,,,,,,,2,3.04313,,
,,,,,,,,,,,,,,,,2,4.53573,,
,,,,,,,,,,,,,,,,2,8.94609,,
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_005_crop.nd2,8,8,1,0.56328,0.137928,2.30036,0.805215,0.74033,0.490906,1.97075e+07,8.85964e+07,53.441,27.6527,1,0.787336,1,2.76778,1,1.26264
,,,2,0.533116,0.171398,1.65821,0.848059,0.802808,0.454622,1.16316e+07,9.30579e+07,59.8162,22.7922,2,1.52397,1,1.22435,1,0.931642
,,,3,0.550385,0.216469,1.39939,0.795289,0.781496,0.497725,1.04532e+07,8.31272e+07,40.7675,32.8295,3,0.34493,1,0.800293,1,4.02549
,,,4,0.537265,0.154698,1.86592,0.808274,0.751512,0.452307,3.56045e+06,6.98379e+07,43.1485,24.3819,4,0.217172,1,2.35413,1,6.62716
,,,5,0.577223,0.172604,1.93036,0.875345,0.820481,0.464654,1.85138e+06,7.32044e+07,48.7926,23.7612,5,1.9497,1,4.17593,2,11.7665
,,,6,0.58292,0.154773,2.19545,0.871704,0.820385,0.479125,5.82551e+06,6.38468e+07,33.7978,25.4735,6,0.752471,1,2.84736,2,8.03987
,,,7,0.576783,0.209454,1.58832,0.89608,0.777487,0.466603,6.54485e+06,8.02278e+07,51.423,24.6494,7,1.52229,1,2.28701,2,6.73689
,,,8,0.603459,0.175903,2.07024,0.886864,0.775662,0.510425,3.89938e+06,9.17517e+07,54.8207,24.3508,8,0.908235,1,3.31872,2,5.95978
,,,,,,,,,,,,,,,,1,5.81669,2,7.55284
,,,,,,,,,,,,,,,,2,1.47172,3,
,,,,,,,,,,,,,,,,2,5.22987,4,18.4642
,,,,,,,,,,,,,,,,2,1.7984,5,13.2287
,,,,,,,,,,,,,,,,2,5.08795,5,7.96463
,,,,,,,,,,,,,,,,2,6.3357,5,5.93147
,,,,,,,,,,,,,,,,3,7.16794,5,7.56793
,,,,,,,,,,,,,,,,3,7.53266,5,9.43534
,,,,,,,,,,,,,,,,3,0.813176,6,12.519
,,,,,,,,,,,,,,,,3,0.329732,6,14.462
,,,,,,,,,,,,,,,,3,5.61424,6,11.9326
,,,,,,,,,,,,,,,,3,7.51636,6,10.8653
,,,,,,,,,,,,,,,,4,3.05598,6,9.13433
,,,,,,,,,,,,,,,,4,0.733048,6,6.8397
,,,,,,,,,,,,,,,,4,1.72491,6,0.535275
,,,,,,,,,,,,,,,,4,3.80683,7,21.2892
,,,,,,,,,,,,,,,,4,3.27758,7,21.8065
,,,,,,,,,,,,,,,,5,7.26215,8,27.0631
,,,,,,,,,,,,,,,,5,4.87921,8,5.51461
,,,,,,,,,,,,,,,,5,5.58456,8,3.98719
,,,,,,,,,,,,,,,,6,0.162785,8,6.28654
,,,,,,,,,,,,,,,,6,5.99167,8,9.90518
,,,,,,,,,,,,,,,,6,1.73191,8,26.6879
,,,,,,,,,,,,,,,,6,6.27275,8,24.1815
,,,,,,,,,,,,,,,,6,8.65021,,
,,,,,,,,,,,,,,,,7,10.8233,,
,,,,,,,,,,,,,,,,7,3.29788,,
,,,,,,,,,,,,,,,,7,3.08912,,
,,,,,,,,,,,,,,,,7,6.14278,,
,,,,,,,,,,,,,,,,8,0.742265,,
,,,,,,,,,,,,,,,,8,0.774475,,
,,,,,,,,,,,,,,,,8,4.10661,,
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_007_crop.nd2,2,2,1,0.542628,0.25104,1.1729,0.771428,0.829318,0.492227,1.87256e+07,1.53697e+08,71.2481,39.6468,1,1.22358,1,8.71202,1,12.1653
,,,2,0.614545,0.251421,1.50212,0.860407,0.836575,0.542503,1.711e+07,1.30142e+08,67.4952,36.975,2,0.508724,1,3.10215,1,5.7341
,,,,,,,,,,,,,,,,1,2.40061,1,20.0611
,,,,,,,,,,,,,,,,1,4.78679,2,12.3713
,,,,,,,,,,,,,,,,1,2.99491,2,17.0314
,,,,,,,,,,,,,,,,1,13.5067,2,9.14866
,,,,,,,,,,,,,,,,1,9.95152,,
,,,,,,,,,,,,,,,,1,7.4843,,
,,,,,,,,,,,,,,,,1,6.08015,,
,,,,,,,,,,,,,,,,1,7.31946,,
,,,,,,,,,,,,,,,,1,3.78916,,
,,,,,,,,,,,,,,,,1,9.03434,,
,,,,,,,,,,,,,,,,2,13.8117,,
,,,,,,,,,,,,,,,,2,7.5995,,
,,,,,,,,,,,,,,,,2,12.2081,,
,,,,,,,,,,,,,,,,2,9.31208,,
,,,,,,,,,,,,,,,,2,5.01552,,
,,,,,,,,,,,,,,,,2,3.86037,,
,,,,,,,,,,,,,,,,2,5.2215,,
,,,,,,,,,,,,,,,,2,0.984547,,
,,,,,,,,,,,,,,,,2,1.52667,,
,,,,,,,,,,,,,,,,2,2.51344,,
,,,,,,,,,,,,,,,,2,1.53541,,
,,,,,,,,,,,,,,,,2,8.59059,,
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_008_crop.nd2,3,2,1,0.545703,0.182078,1.63551,0.677195,0.80512,0.504176,3.47098e+07,2.34293e+08,74.2735,49.6786,1,1.20057,1,9.06223,1,34.1638
,,,3,0.504249,0.0411243,6.18289,0.71782,0.718854,0.456509,2.29601e+07,1.57164e+07,27.6732,14.0368,2,,1,9.84911,1,20.2418
,,,3,0.492762,0.160566,1.51224,0.713322,0.77915,0.428706,,1.99655e+08,74.1906,42.9477,3,1.32824,1,7.88737,1,15.0933
,,,,,,,,,,,,,,,,1,5.84792,1,22.2152
,,,,,,,,,,,,,,,,1,2.92778,1,21.9705
,,,,,,,,,,,,,,,,1,2.64333,1,21.9105
,,,,,,,,,,,,,,,,1,0.55313,1,11.7841
,,,,,,,,,,,,,,,,1,4.79032,1,10.949
,,,,,,,,,,,,,,,,1,5.9821,1,13.4835
,,,,,,,,,,,,,,,,1,9.56102,1,16.5872
,,,,,,,,,,,,,,,,1,10.6345,1,16.8186
,,,,,,,,,,,,,,,,1,13.046,1,37.8048
,,,,,,,,,,,,,,,,2,,2,1.29464
,,,,,,,,,,,,,,,,3,12.2586,2,4.57244
,,,,,,,,,,,,,,,,3,5.6214,2,8.36175
,,,,,,,,,,,,,,,,3,5.14127,3,14.2616
,,,,,,,,,,,,,,,,3,7.82947,3,13.6082
,,,,,,,,,,,,,,,,3,9.56572,3,40.3833
,,,,,,,,,,,,,,,,3,6.72411,3,10.3864
,,,,,,,,,,,,,,,,3,3.35946,3,8.7239
,,,,,,,,,,,,,,,,3,4.45592,3,31.9613
,,,,,,,,,,,,,,,,3,1.13152,3,30.4477
,,,,,,,,,,,,,,,,3,11.2909,3,29.0669
,,,,,,,,,,,,,,,,,,3,31.2305
,,,,,,,,,,,,,,,,,,3,27.8589
,,,,,,,,,,,,,,,,,,3,11.2951
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_009_crop.nd2,4,4,1,0.561218,0.167287,1.88279,0.839755,0.771741,0.457587,4.08476e+06,6.79909e+07,50.7604,30.1675,1,1.58441,1,2.53107,1,
,,,2,0.567416,0.207976,1.54807,0.890897,0.740336,0.474993,6.4073e+06,5.40343e+07,43.8996,27.9606,2,0.973807,1,4.6834,2,
,,,3,0.560876,0.219663,1.43212,0.847757,0.761498,0.482701,5.4459e+06,5.33397e+07,45.1249,27.7725,3,1.35498,1,5.48399,3,
,,,4,0.598837,0.225835,1.58791,0.884409,0.807354,0.508885,4.02609e+06,5.46486e+07,45.9075,24.9775,4,1.98,2,2.23174,4,
,,,,,,,,,,,,,,,,2,4.16271,,
,,,,,,,,,,,,,,,,2,1.13749,,
,,,,,,,,,,,,,,,,3,4.13126,,
,,,,,,,,,,,,,,,,3,2.015,,
,,,,,,,,,,,,,,,,3,3.04306,,
,,,,,,,,,,,,,,,,3,4.94707,,
,,,,,,,,,,,,,,,,3,5.48665,,
,,,,,,,,,,,,,,,,4,4.83147,,
,,,,,,,,,,,,,,,,4,2.62125,,
,,,,,,,,,,,,,,,,4,1.08052,,
,,,,,,,,,,,,,,,,4,3.74788,,
,,,,,,,,,,,,,,,,4,5.86177,,
,,,,,,,,,,,,,,,,4,5.3906,,
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_010.nd2,8,8,1,0.480131,0.173998,1.32487,0.767042,0.784453,0.398657,3.08104e+06,8.1035e+07,48.5386,30.2112,1,1.82028,1,3.34696,1,24.3576
,,,2,0.535691,0.152932,1.87641,0.841929,0.78141,0.428368,240238,5.40721e+07,42.2403,23.1248,2,0.800445,1,4.61463,1,22.9606
,,,3,0.518472,0.206673,1.30067,0.745832,0.831024,0.452353,1.05357e+07,9.31298e+07,52.9482,32.9665,3,0.139868,1,7.79328,2,4.04113
,,,4,0.531726,0.18075,1.56422,0.732855,0.823765,0.470792,6.15399e+06,9.34844e+07,47.7745,30.5657,4,1.20499,2,0.582471,2,5.3323
,,,5,0.563925,0.204416,1.5557,0.896665,0.885238,0.453433,4.94074e+06,6.34054e+07,32.6131,27.7568,5,2.31626,3,5.9379,2,7.13222
,,,8,0.638782,0.176946,2.30603,0.90779,0.833074,0.520484,1.69863e+06,5.08368e+07,33.747,24.5976,6,2.3225,3,3.62754,2,4.58068
,,,7,0.620972,0.172254,2.23859,0.89251,0.86592,0.471789,,5.2282e+07,34.6126,23.2011,7,1.73391,3,3.19526,3,18.9022
,,,8,0.664321,0.243194,1.81469,0.925991,0.82709,0.548119,,4.20492e+07,32.2664,21.907,8,2.67071,3,3.59317,4,6.68448
,,,,,,,,,,,,,,,,3,6.33797,5,8.32548
,,,,,,,,,,,,,,,,3,5.34955,5,2.63116
,,,,,,,,,,,,,,,,4,6.01393,5,6.5705
,,,,,,,,,,,,,,,,4,4.81417,5,7.28673
,,,,,,,,,,,,,,,,4,1.68577,6,4.10716
,,,,,,,,,,,,,,,,5,7.1725,6,2.51987
,,,,,,,,,,,,,,,,5,9.17428,6,4.20189
,,,,,,,,,,,,,,,,5,5.55382,7,1.57992
,,,,,,,,,,,,,,,,5,5.27734,7,2.95931
,,,,,,,,,,,,,,,,5,5.6688,8,
,,,,,,,,,,,,,,,,5,3.25116,,
,,,,,,,,,,,,,,,,5,3.32521,,
,,,,,,,,,,,,,,,,5,2.7316,,
,,,,,,,,,,,,,,,,5,4.06242,,
,,,,,,,,,,,,,,,,6,,,
,,,,,,,,,,,,,,,,7,,,
,,,,,,,,,,,,,,,,8,4.35627,,
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_012_crop.nd2,3,2,1,0.521504,0.186982,1.4545,0.908637,0.84075,0.423273,1.30718e+07,1.34238e+08,63.9587,38.3566,1,1.3755,1,8.69901,1,26.5364
,,,3,0.689163,0.112585,4.21855,0.93126,0.855495,0.666533,9.10497e+06,8.76391e+06,16.5194,10.8146,2,,1,7.34843,1,28.1205
,,,3,0.535212,0.204343,1.40182,0.89982,0.861634,0.438119,,1.4125e+08,70.4472,40.9426,3,1.63383,1,2.13147,1,29.8682
,,,,,,,,,,,,,,,,1,7.34045,1,32.1767
,,,,,,,,,,,,,,,,1,4.68367,1,6.22073
,,,,,,,,,,,,,,,,1,4.84407,1,12.6118
,,,,,,,,,,,,,,,,1,7.79523,1,14.2395
,,,,,,,,,,,,,,,,1,1.04265,1,17.1578
,,,,,,,,,,,,,,,,1,5.17998,1,11.3617
,,,,,,,,,,,,,,,,1,1.07747,1,6.59473
,,,,,,,,,,,,,,,,1,2.81926,1,4.02302
,,,,,,,,,,,,,,,,1,8.25357,1,29.7313
,,,,,,,,,,,,,,,,2,,1,32.3131
,,,,,,,,,,,,,,,,3,9.01842,1,33.13
,,,,,,,,,,,,,,,,3,10.2072,1,34.2172
,,,,,,,,,,,,,,,,3,16.5783,2,3.49796
,,,,,,,,,,,,,,,,3,14.3216,2,0.666438
,,,,,,,,,,,,,,,,3,8.7134,2,1.45065
,,,,,,,,,,,,,,,,3,5.77066,2,4.50699
,,,,,,,,,,,,,,,,3,14.4506,3,33.8379
,,,,,,,,,,,,,,,,3,7.22327,3,34.1099
,,,,,,,,,,,,,,,,3,9.97274,3,32.2707
,,,,,,,,,,,,,,,,,,3,27.6084
,,,,,,,,,,,,,,,,,,3,24.4661
,,,,,,,,,,,,,,,,,,3,24.9761
,,,,,,,,,,,,,,,,,,3,34.9948
,,,,,,,,,,,,,,,,,,3,25.0055
,,,,,,,,,,,,,,,,,,3,35.4719
,,,,,,,,,,,,,,,,,,3,12.9016
,,,,,,,,,,,,,,,,,,3,9.05062
,,,,,,,,,,,,,,,,,,3,21.9748
,,,,,,,,,,,,,,,,,,3,28.079
ATG9-GolSeg_1Feb22_4019_000_T_NSW4019_TGN46-4888_ATG9-647_B_60X_013_crop.nd2,2,2,1,0.463084,0.166698,1.28644,0.69325,0.769563,0.394694,5.45283e+06,1.0325e+08,73.59,34.8867,1,0.130824,1,3.63054,1,41.4206
,,,2,0.471121,0.187213,1.18558,0.696224,0.749989,0.399247,4.60153e+06,8.76613e+07,57.6545,35.37,2,0.835081,1,0.401663,1,8.34424
,,,,,,,,,,,,,,,,1,0.875596,1,8.48551
,,,,,,,,,,,,,,,,1,3.94859,1,38.9544
,,,,,,,,,,,,,,,,1,6.36381,2,
,,,,,,,,,,,,,,,,2,2.09648,,
,,,,,,,,,,,,,,,,2,0.0520287,,
,,,,,,,,,,,,,,,,2,1.54079,,
,,,,,,,,,,,,,,,,2,4.42199,,
,,,,,,,,,,,,,,,,2,1.95478,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_001.nd2,4,4,1,0.522458,0.187203,1.45811,0.876316,0.835185,0.425508,5.7879e+06,8.4747e+07,51.8122,34.756,1,1.61723,1,6.90788,1,11.7726
,,,2,0.531672,0.26575,1.06369,0.819324,0.813737,0.471763,6.58988e+06,8.1198e+07,49.5122,36.5147,2,0.392928,1,10.8567,1,9.93527
